DATE,DEXUSUK
21-11-2017,1.3232
22-11-2017,1.3291
23-11-2017,.
24-11-2017,1.3336
27-11-2017,1.3333
28-11-2017,1.3231
29-11-2017,1.3436
30-11-2017,1.3506
01-12-2017,1.3505
04-12-2017,1.3465
05-12-2017,1.345
06-12-2017,1.3382
07-12-2017,1.3432
08-12-2017,1.3367
11-12-2017,1.3363
12-12-2017,1.3323
13-12-2017,1.3365
14-12-2017,1.344
15-12-2017,1.3316
18-12-2017,1.3398
19-12-2017,1.3356
20-12-2017,1.3408
21-12-2017,1.3372
22-12-2017,1.3379
25-12-2017,.
26-12-2017,1.3369
27-12-2017,1.3403
28-12-2017,1.345
29-12-2017,1.3529
01-01-2018,.
02-01-2018,1.3596
03-01-2018,1.3522
04-01-2018,1.3539
05-01-2018,1.3562
08-01-2018,1.3566
09-01-2018,1.3518
10-01-2018,1.3513
11-01-2018,1.3543
12-01-2018,1.3689
15-01-2018,.
16-01-2018,1.3774
17-01-2018,1.3824
18-01-2018,1.3889
19-01-2018,1.3857
22-01-2018,1.3944
23-01-2018,1.3968
24-01-2018,1.4198
25-01-2018,1.4264
26-01-2018,1.4179
29-01-2018,1.4042
30-01-2018,1.4124
31-01-2018,1.419
01-02-2018,1.4247
02-02-2018,1.4126
05-02-2018,1.4022
06-02-2018,1.3951
07-02-2018,1.3881
08-02-2018,1.3915
09-02-2018,1.3794
12-02-2018,1.382
13-02-2018,1.3892
14-02-2018,1.3955
15-02-2018,1.4061
16-02-2018,1.4055
19-02-2018,.
20-02-2018,1.4021
21-02-2018,1.3946
22-02-2018,1.3939
23-02-2018,1.3979
26-02-2018,1.3952
27-02-2018,1.3906
28-02-2018,1.3794
01-03-2018,1.3755
02-03-2018,1.3769
05-03-2018,1.3856
06-03-2018,1.3886
07-03-2018,1.3888
08-03-2018,1.3824
09-03-2018,1.3863
12-03-2018,1.3898
13-03-2018,1.3987
14-03-2018,1.3946
15-03-2018,1.3951
16-03-2018,1.3919
19-03-2018,1.4032
20-03-2018,1.4013
21-03-2018,1.4064
22-03-2018,1.4098
23-03-2018,1.4151
26-03-2018,1.4236
27-03-2018,1.4161
28-03-2018,1.411
29-03-2018,1.4029
30-03-2018,1.4027
02-04-2018,1.4032
03-04-2018,1.4068
04-04-2018,1.4076
05-04-2018,1.3991
06-04-2018,1.4088
09-04-2018,1.4136
10-04-2018,1.4161
11-04-2018,1.4194
12-04-2018,1.4244
13-04-2018,1.4255
16-04-2018,1.4332
17-04-2018,1.4301
18-04-2018,1.4227
19-04-2018,1.4193
20-04-2018,1.4033
23-04-2018,1.3953
24-04-2018,1.3975
25-04-2018,1.3941
26-04-2018,1.3927
27-04-2018,1.3785
30-04-2018,1.3751
01-05-2018,1.3611
02-05-2018,1.361
03-05-2018,1.3569
04-05-2018,1.3535
07-05-2018,1.3567
08-05-2018,1.3521
09-05-2018,1.3567
10-05-2018,1.3487
